time,n_q,measured_MW,capacity_MW,mostrecent_MW,dayahead_MW,dayahead11h_MW
2021-01-01T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T07:00,4,0.322,709.680,0.247,0.268,0.262
2021-01-01T08:00,4,15.575,709.680,14.404,15.167,15.249
2021-01-01T09:00,4,45.366,709.680,43.183,46.502,46.542
2021-01-01T10:00,4,94.172,709.680,68.408,75.716,75.032
2021-01-01T11:00,4,136.492,709.680,81.171,87.416,86.269
2021-01-01T12:00,4,130.936,709.680,79.246,86.201,84.643
2021-01-01T13:00,4,82.876,709.680,91.748,67.296,66.715
2021-01-01T14:00,4,36.810,709.680,43.529,35.089,35.440
2021-01-01T15:00,4,6.191,709.680,6.233,5.724,5.140
2021-01-01T16:00,4,0.002,709.680,0.000,0.000,0.000
2021-01-01T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-01T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T07:00,4,0.045,709.680,0.215,0.232,0.241
2021-01-02T08:00,4,9.662,709.680,10.860,11.482,11.551
2021-01-02T09:00,4,37.540,709.680,31.994,34.193,34.116
2021-01-02T10:00,4,50.857,709.680,48.800,54.989,55.445
2021-01-02T11:00,4,58.843,709.680,61.683,65.710,68.002
2021-01-02T12:00,4,61.798,709.680,63.588,65.650,66.893
2021-01-02T13:00,4,54.906,709.680,46.331,51.089,51.665
2021-01-02T14:00,4,22.103,709.680,24.195,27.447,27.550
2021-01-02T15:00,4,2.476,709.680,4.364,4.669,4.210
2021-01-02T16:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-02T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T07:00,4,0.031,709.680,0.196,0.197,0.212
2021-01-03T08:00,4,3.215,709.680,10.629,9.460,9.473
2021-01-03T09:00,4,14.838,709.680,32.361,28.770,28.589
2021-01-03T10:00,4,29.015,709.680,45.151,43.686,43.925
2021-01-03T11:00,4,34.514,709.680,53.005,48.093,52.065
2021-01-03T12:00,4,29.636,709.680,50.714,43.418,51.632
2021-01-03T13:00,4,19.748,709.680,31.459,31.573,40.166
2021-01-03T14:00,4,7.599,709.680,18.918,16.394,21.648
2021-01-03T15:00,4,0.765,709.680,2.556,2.675,3.470
2021-01-03T16:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-03T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T07:00,4,0.030,709.680,0.125,0.136,0.125
2021-01-04T08:00,4,2.205,709.680,5.204,5.582,4.905
2021-01-04T09:00,4,10.403,709.680,14.997,16.023,14.227
2021-01-04T10:00,4,16.769,709.680,19.809,24.185,21.785
2021-01-04T11:00,4,23.689,709.680,22.673,27.238,24.162
2021-01-04T12:00,4,24.896,709.680,21.620,25.177,22.334
2021-01-04T13:00,4,16.845,709.680,18.611,18.514,16.365
2021-01-04T14:00,4,8.045,709.680,10.148,9.542,8.286
2021-01-04T15:00,4,1.016,709.680,1.802,1.829,1.507
2021-01-04T16:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-04T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T07:00,4,0.259,709.680,0.164,0.153,0.154
2021-01-05T08:00,4,1.975,709.680,6.760,6.485,6.714
2021-01-05T09:00,4,10.293,709.680,20.454,18.972,19.912
2021-01-05T10:00,4,16.437,709.680,26.768,28.840,29.995
2021-01-05T11:00,4,17.398,709.680,32.792,34.477,33.766
2021-01-05T12:00,4,15.337,709.680,34.035,33.308,31.606
2021-01-05T13:00,4,10.668,709.680,18.017,25.427,23.791
2021-01-05T14:00,4,4.458,709.680,11.534,13.668,12.426
2021-01-05T15:00,4,0.327,709.680,1.814,2.582,2.298
2021-01-05T16:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-05T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T07:00,4,0.028,709.680,0.174,0.169,0.167
2021-01-06T08:00,4,4.120,709.680,7.488,7.806,7.622
2021-01-06T09:00,4,18.194,709.680,23.902,25.222,24.488
2021-01-06T10:00,4,26.325,709.680,35.621,40.604,40.741
2021-01-06T11:00,4,36.894,709.680,43.864,46.081,45.508
2021-01-06T12:00,4,41.565,709.680,43.606,39.963,37.552
2021-01-06T13:00,4,33.043,709.680,31.048,27.538,24.541
2021-01-06T14:00,4,20.895,709.680,17.992,13.808,12.430
2021-01-06T15:00,4,4.203,709.680,3.422,2.712,2.330
2021-01-06T16:00,4,0.001,709.680,0.000,0.000,0.000
2021-01-06T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-06T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T07:00,4,0.103,709.680,0.156,0.142,0.138
2021-01-07T08:00,4,10.885,709.680,6.242,5.405,5.018
2021-01-07T09:00,4,38.711,709.680,19.325,16.745,15.599
2021-01-07T10:00,4,66.387,709.680,38.260,28.504,27.208
2021-01-07T11:00,4,80.002,709.680,41.539,33.188,31.166
2021-01-07T12:00,4,74.555,709.680,34.590,28.680,24.487
2021-01-07T13:00,4,49.361,709.680,41.950,20.582,16.598
2021-01-07T14:00,4,22.714,709.680,20.741,10.889,8.728
2021-01-07T15:00,4,3.852,709.680,4.971,2.234,1.796
2021-01-07T16:00,4,0.005,709.680,0.000,0.000,0.000
2021-01-07T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-07T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T07:00,4,0.100,709.680,0.179,0.187,0.184
2021-01-08T08:00,4,8.832,709.680,6.894,7.425,7.606
2021-01-08T09:00,4,33.766,709.680,20.358,20.465,20.990
2021-01-08T10:00,4,63.348,709.680,37.049,33.638,34.385
2021-01-08T11:00,4,76.894,709.680,39.700,44.466,44.400
2021-01-08T12:00,4,67.761,709.680,32.231,40.953,37.720
2021-01-08T13:00,4,38.764,709.680,45.606,31.547,27.615
2021-01-08T14:00,4,17.139,709.680,23.265,17.547,14.643
2021-01-08T15:00,4,2.963,709.680,3.684,3.732,2.990
2021-01-08T16:00,4,0.015,709.680,0.000,0.000,0.000
2021-01-08T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-08T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T07:00,4,0.320,709.680,0.364,0.386,0.408
2021-01-09T08:00,4,16.672,709.680,17.355,16.644,15.862
2021-01-09T09:00,4,61.498,709.680,52.973,50.735,45.366
2021-01-09T10:00,4,115.086,709.680,65.351,80.093,69.399
2021-01-09T11:00,4,152.280,709.680,75.832,96.054,82.228
2021-01-09T12:00,4,142.267,709.680,75.710,95.313,82.916
2021-01-09T13:00,4,96.672,709.680,107.792,75.454,68.195
2021-01-09T14:00,4,46.300,709.680,51.715,41.125,39.889
2021-01-09T15:00,4,9.440,709.680,10.185,8.949,8.554
2021-01-09T16:00,4,0.024,709.680,0.000,0.000,0.000
2021-01-09T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-09T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T07:00,4,0.480,709.680,0.441,0.408,0.388
2021-01-10T08:00,4,19.611,709.680,19.490,17.073,15.070
2021-01-10T09:00,4,74.631,709.680,55.925,50.026,42.489
2021-01-10T10:00,4,137.192,709.680,79.989,76.319,64.593
2021-01-10T11:00,4,180.575,709.680,92.195,87.409,75.545
2021-01-10T12:00,4,172.463,709.680,88.430,81.138,74.214
2021-01-10T13:00,4,107.903,709.680,118.531,60.093,60.147
2021-01-10T14:00,4,54.324,709.680,59.189,34.889,35.710
2021-01-10T15:00,4,10.784,709.680,12.384,8.072,7.918
2021-01-10T16:00,4,0.023,709.680,0.000,0.000,0.000
2021-01-10T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-10T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T07:00,4,0.146,709.680,0.349,0.350,0.401
2021-01-11T08:00,4,6.208,709.680,11.865,11.739,13.676
2021-01-11T09:00,4,19.771,709.680,35.463,34.216,39.440
2021-01-11T10:00,4,36.319,709.680,48.665,51.269,58.434
2021-01-11T11:00,4,40.475,709.680,56.114,56.750,63.357
2021-01-11T12:00,4,48.551,709.680,53.349,52.897,58.184
2021-01-11T13:00,4,36.748,709.680,32.355,40.694,45.361
2021-01-11T14:00,4,17.926,709.680,20.532,22.672,26.023
2021-01-11T15:00,4,3.334,709.680,4.690,5.300,5.852
2021-01-11T16:00,4,0.028,709.680,0.000,0.000,0.000
2021-01-11T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-11T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T07:00,4,0.011,709.680,0.174,0.186,0.166
2021-01-12T08:00,4,3.363,709.680,6.407,6.331,6.678
2021-01-12T09:00,4,22.439,709.680,19.643,19.188,20.566
2021-01-12T10:00,4,49.292,709.680,32.643,34.406,32.992
2021-01-12T11:00,4,83.947,709.680,46.892,45.890,45.156
2021-01-12T12:00,4,99.896,709.680,58.617,51.024,52.488
2021-01-12T13:00,4,68.347,709.680,79.829,50.458,49.799
2021-01-12T14:00,4,44.612,709.680,47.548,33.467,31.335
2021-01-12T15:00,4,11.163,709.680,10.389,8.502,7.462
2021-01-12T16:00,4,0.011,709.680,0.000,0.000,0.000
2021-01-12T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-12T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T07:00,4,0.390,709.680,0.788,0.630,0.649
2021-01-13T08:00,4,18.156,709.680,34.315,26.587,22.942
2021-01-13T09:00,4,60.353,709.680,95.023,78.744,69.116
2021-01-13T10:00,4,110.008,709.680,118.172,117.154,105.212
2021-01-13T11:00,4,159.011,709.680,130.513,136.627,126.052
2021-01-13T12:00,4,123.245,709.680,115.155,124.761,120.154
2021-01-13T13:00,4,58.755,709.680,87.198,89.994,89.047
2021-01-13T14:00,4,20.481,709.680,44.352,47.222,47.138
2021-01-13T15:00,4,3.542,709.680,7.108,10.401,9.776
2021-01-13T16:00,4,0.011,709.680,0.000,0.001,0.000
2021-01-13T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-13T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T07:00,4,0.185,709.680,0.246,0.307,0.270
2021-01-14T08:00,4,6.365,709.680,6.032,7.900,5.951
2021-01-14T09:00,4,21.440,709.680,17.019,22.337,16.122
2021-01-14T10:00,4,38.652,709.680,23.158,35.274,25.901
2021-01-14T11:00,4,38.073,709.680,26.908,42.143,32.078
2021-01-14T12:00,4,37.030,709.680,25.775,41.670,32.912
2021-01-14T13:00,4,28.342,709.680,26.985,34.269,28.484
2021-01-14T14:00,4,16.634,709.680,13.744,19.001,16.711
2021-01-14T15:00,4,3.240,709.680,3.592,4.704,4.066
2021-01-14T16:00,4,0.036,709.680,0.002,0.003,0.002
2021-01-14T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-14T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T07:00,4,0.030,709.680,0.507,0.554,0.547
2021-01-15T08:00,4,4.859,709.680,16.793,17.612,17.940
2021-01-15T09:00,4,18.764,709.680,48.572,51.852,52.672
2021-01-15T10:00,4,29.851,709.680,68.371,79.480,79.925
2021-01-15T11:00,4,36.554,709.680,87.072,99.430,98.344
2021-01-15T12:00,4,41.361,709.680,90.454,101.018,99.514
2021-01-15T13:00,4,34.036,709.680,45.824,84.091,81.904
2021-01-15T14:00,4,17.905,709.680,36.407,50.055,48.368
2021-01-15T15:00,4,3.291,709.680,8.932,12.457,12.117
2021-01-15T16:00,4,0.004,709.680,0.037,0.035,0.035
2021-01-15T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-15T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T07:00,4,0.547,709.680,0.555,0.570,0.597
2021-01-16T08:00,4,11.544,709.680,13.710,14.760,13.905
2021-01-16T09:00,4,28.466,709.680,38.777,42.703,40.209
2021-01-16T10:00,4,40.365,709.680,49.293,61.406,58.046
2021-01-16T11:00,4,42.604,709.680,45.641,61.678,57.758
2021-01-16T12:00,4,29.863,709.680,34.056,45.679,43.171
2021-01-16T13:00,4,14.751,709.680,20.154,28.676,27.880
2021-01-16T14:00,4,5.148,709.680,9.902,14.185,13.994
2021-01-16T15:00,4,0.776,709.680,2.107,3.504,3.357
2021-01-16T16:00,4,0.002,709.680,0.009,0.011,0.011
2021-01-16T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-16T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T07:00,4,0.085,709.680,0.333,0.350,0.366
2021-01-17T08:00,4,7.073,709.680,8.399,9.365,9.852
2021-01-17T09:00,4,33.342,709.680,25.863,29.239,30.470
2021-01-17T10:00,4,77.348,709.680,40.016,51.806,52.725
2021-01-17T11:00,4,94.998,709.680,57.798,72.374,77.201
2021-01-17T12:00,4,80.964,709.680,69.908,82.910,89.147
2021-01-17T13:00,4,65.447,709.680,94.694,76.458,81.406
2021-01-17T14:00,4,41.483,709.680,57.060,49.028,49.910
2021-01-17T15:00,4,7.183,709.680,12.486,13.486,13.106
2021-01-17T16:00,4,0.015,709.680,0.093,0.088,0.094
2021-01-17T17:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T18:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T19:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T20:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T21:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T22:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-17T23:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-18T00:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-18T01:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-18T02:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-18T03:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-18T04:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-18T05:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-18T06:00,4,0.000,709.680,0.000,0.000,0.000
2021-01-18T07:00,4,0.508,709.680,0.836,0.763,0.768
2021-01-18T08:00,4,17.042,709.680,23.084,21.054,21.324
2021-01-18T09:00,4,60.611,709.680,66.563,60.894,61.561
2021-01-18T10:00,4,104.805,709.680,99.761,90.357,93.218
2021-01-18T11:00,4,125.695,709.680,118.475,111.538,112.642
2021-01-18T12:00,4,97.301,709.680,111.887,112.112,108.385
2021-01-18T13:00,4,59.320,709.680,78.739,84.491,78.015
